Title,Genre,Author,Link,Image,Rating
Under a Rock: A Memoir,Music,Unknown Author,https://www.goodreads.com/book/show/195791181-under-a-rock,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696116216l/195791181._SY475_.jpg,3.74
Camp Prodigy,Music,Unknown Author,https://www.goodreads.com/book/show/199897662-camp-prodigy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698439149l/199897662._SX318_.jpg,4.11
You Have Not Yet Heard Your Favourite Song: How Streaming Changes Music,Music,Unknown Author,https://www.goodreads.com/book/show/199504414-you-have-not-yet-heard-your-favourite-song,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697104868l/199504414._SX318_.jpg,4.14
"The Happy Ever After Playlist (The Friend Zone, #2)",Music,Unknown Author,https://www.goodreads.com/book/show/50208350-the-happy-ever-after-playlist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565190701l/50208350._SX318_SY475_.jpg,4.18
"Love Unwritten (Lakefront Billionaires, #2)",Music,Unknown Author,https://www.goodreads.com/book/show/201145400-love-unwritten,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707499662l/201145400.jpg,4.13
All Rhodes Lead Here,Music,Unknown Author,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617355542l/57605091._SY475_.jpg,4.26
Seven Summers,Music,Unknown Author,https://www.goodreads.com/book/show/124745333-seven-summers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703340221l/124745333._SY475_.jpg,4.20
Dreamland,Music,Unknown Author,https://www.goodreads.com/book/show/60279823-dreamland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646835210l/60279823.jpg,3.96
"The Way I Hate Him (Almond Bay, #1)",Music,Unknown Author,https://www.goodreads.com/book/show/162479003-the-way-i-hate-him,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685116901l/162479003._SY475_.jpg,4.01
"Run, Rose, Run",Music,Unknown Author,https://www.goodreads.com/book/show/58505877-run-rose-run,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628699768l/58505877.jpg,3.80
Wreck the Halls,Music,Unknown Author,https://www.goodreads.com/book/show/75663742-wreck-the-halls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679456314l/75663742.jpg,3.43
The People We Keep,Music,Unknown Author,https://www.goodreads.com/book/show/55711726-the-people-we-keep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625673640l/55711726.jpg,4.11
Stay True,Music,Unknown Author,https://www.goodreads.com/book/show/59900070-stay-true,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647558486l/59900070._SY475_.jpg,4.03
"気になってる人が男じゃなかった VOL.1 (Ki ni Natteru Hito ga Otoko Janakatta, #1)",Music,Unknown Author,https://www.goodreads.com/book/show/120730295-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679209103l/120730295._SX318_.jpg,4.61
Under Your Spell,Music,Unknown Author,https://www.goodreads.com/book/show/199798015-under-your-spell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701118718l/199798015._SY475_.jpg,4.22
Honey,Music,Unknown Author,https://www.goodreads.com/book/show/195790655-honey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705263670l/195790655._SY475_.jpg,3.49
Will,Music,Unknown Author,https://www.goodreads.com/book/show/58375739-will,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624126289l/58375739.jpg,4.26
August Blue,Music,Unknown Author,https://www.goodreads.com/book/show/62039277-august-blue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1669768854l/62039277._SY475_.jpg,3.68
Musicophilia: Tales of Music and the Brain,Music,Unknown Author,https://www.goodreads.com/book/show/1297985.Musicophilia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320494159l/1297985.jpg,3.95
Daisy Jones & The Six,Music,Unknown Author,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154l/40597810._SY475_.jpg,4.21
This Is Your Brain on Music,Music,Unknown Author,https://www.goodreads.com/book/show/141565.This_Is_Your_Brain_on_Music,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922939l/141565.jpg,3.89
Just Kids,Music,Unknown Author,https://www.goodreads.com/book/show/206318521-just-kids,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706691407l/206318521.jpg,4.21
How Music Works,Music,Unknown Author,https://www.goodreads.com/book/show/13235689-how-music-works,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340792878l/13235689.jpg,4.00
The Rest Is Noise: Listening to the Twentieth Century,Music,Unknown Author,https://www.goodreads.com/book/show/392563.The_Rest_Is_Noise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311973474l/392563.jpg,4.10
Please Kill Me: The Uncensored Oral History of Punk,Music,Unknown Author,https://www.goodreads.com/book/show/14595.Please_Kill_Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436668905l/14595._SY475_.jpg,4.19
Life,Music,Unknown Author,https://www.goodreads.com/book/show/9439303-life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327960451l/9439303.jpg,3.89
"Chronicles, Volume One",Music,Unknown Author,https://www.goodreads.com/book/show/14318.Chronicles_Volume_One,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348218030l/14318.jpg,3.97
Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Music,Unknown Author,https://www.goodreads.com/book/show/29393.Our_Band_Could_Be_Your_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543095533l/29393._SY475_.jpg,4.22
The Storyteller: Tales of Life and Music,Music,Unknown Author,https://www.goodreads.com/book/show/57648017-the-storyteller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617714166l/57648017.jpg,4.47
Girl in a Band,Music,Unknown Author,https://www.goodreads.com/book/show/22693211-girl-in-a-band,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412840109l/22693211.jpg,3.67
High Fidelity,Music,Unknown Author,https://www.goodreads.com/book/show/285092.High_Fidelity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082l/285092._SY475_.jpg,3.91
Hunger Makes Me a Modern Girl,Music,Unknown Author,https://www.goodreads.com/book/show/25065629-hunger-makes-me-a-modern-girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435507354l/25065629._SY475_.jpg,3.83
Born to Run,Music,Unknown Author,https://www.goodreads.com/book/show/29072594-born-to-run,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472979089l/29072594._SY475_.jpg,4.18
Such Charming Liars,Mystery,Leonie Swann,https://www.goodreads.com/book/show/201055456-such-charming-liars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1700429013l/201055456._SY475_.jpg,3.84
In the Lonely Hours,Mystery,Leonie Swann,https://www.goodreads.com/book/show/200488134-in-the-lonely-hours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699626706l/200488134.jpg,3.83
Echoes of Memory,Mystery,Leonie Swann,https://www.goodreads.com/book/show/200488144-echoes-of-memory,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699116807l/200488144._SY475_.jpg,3.94
The Haunting of Hecate Cavendish,Mystery,Leonie Swann,https://www.goodreads.com/book/show/195790668-the-haunting-of-hecate-cavendish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698935012l/195790668._SY475_.jpg,3.77
Girls Who Burn,Mystery,Leonie Swann,https://www.goodreads.com/book/show/201751811-girls-who-burn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699330828l/201751811._SY475_.jpg,3.91
Castle of the Cursed,Mystery,Leonie Swann,https://www.goodreads.com/book/show/195790931-castle-of-the-cursed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694799103l/195790931._SY475_.jpg,3.46
Made for You,Mystery,Leonie Swann,https://www.goodreads.com/book/show/198663065-made-for-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701371512l/198663065._SY475_.jpg,3.75
The Sorority,Mystery,Leonie Swann,https://www.goodreads.com/book/show/200488128-the-sorority,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1715613401l/200488128._SY475_.jpg,3.68
Trouble in Queenstown,Mystery,Leonie Swann,https://www.goodreads.com/book/show/195790826-trouble-in-queenstown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701812619l/195790826._SY475_.jpg,3.72
The Astrology House,Mystery,Leonie Swann,https://www.goodreads.com/book/show/199797698-the-astrology-house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701112852l/199797698._SY475_.jpg,3.56
State of Paradise,Mystery,Leonie Swann,https://www.goodreads.com/book/show/195790688-state-of-paradise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705608078l/195790688._SY475_.jpg,3.54
Return to Wyldcliffe Heights,Mystery,Leonie Swann,https://www.goodreads.com/book/show/199531687-return-to-wyldcliffe-heights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711552560l/199531687._SY475_.jpg,3.77
It's Elementary,Mystery,Leonie Swann,https://www.goodreads.com/book/show/202102044-it-s-elementary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702587918l/202102044.jpg,3.90
The Confidence Games,Mystery,Leonie Swann,https://www.goodreads.com/book/show/199373265-the-confidence-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697009761l/199373265._SY475_.jpg,3.65
Smothermoss,Mystery,Leonie Swann,https://www.goodreads.com/book/show/199215100-smothermoss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702086091l/199215100.jpg,3.57
The Silent Patient,Mystery,Unknown Author,https://www.goodreads.com/book/show/40097951-the-silent-patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119l/40097951._SY475_.jpg,4.18
"The Housemaid's Secret (The Housemaid, #2)",Mystery,Unknown Author,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664729357l/62848145._SY475_.jpg,4.24
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Mystery,Unknown Author,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723l/51335759._SY475_.jpg,4.29
The Guest List,Mystery,Unknown Author,https://www.goodreads.com/book/show/52656911-the-guest-list,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591461181l/52656911._SY475_.jpg,3.81
The Paris Apartment,Mystery,Unknown Author,https://www.goodreads.com/book/show/58468990-the-paris-apartment,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645550948l/58468990._SY475_.jpg,3.66
"The Family Upstairs (The Family Upstairs, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/43822820-the-family-upstairs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564517337l/43822820.jpg,3.96
A Flicker in the Dark,Mystery,Unknown Author,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621347398l/57693172._SY475_.jpg,3.99
"The Maid (Molly the Maid, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/55196813-the-maid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643228739l/55196813.jpg,3.77
"The Next Mrs. Parrish (Mrs. Parrish, #2)",Mystery,Unknown Author,https://www.goodreads.com/book/show/198563729-the-next-mrs-parrish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699885430l/198563729._SY475_.jpg,3.89
The Reappearance of Rachel Price,Mystery,Unknown Author,https://www.goodreads.com/book/show/182484360-the-reappearance-of-rachel-price,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692547104l/182484360._SY475_.jpg,4.13
All Good People Here,Mystery,Unknown Author,https://www.goodreads.com/book/show/60142750-all-good-people-here,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642984407l/60142750.jpg,3.84
Eruption,Mystery,Unknown Author,https://www.goodreads.com/book/show/199372731-eruption,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699720827l/199372731._SY475_.jpg,3.90
Incidents Around the House,Mystery,Unknown Author,https://www.goodreads.com/book/show/199757490-incidents-around-the-house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704742096l/199757490._SY475_.jpg,3.84
"The Pumpkin Spice Café (Dream Harbor, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/139391940-the-pumpkin-spice-caf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688031846l/139391940.jpg,3.46
The Maidens,Mystery,Unknown Author,https://www.goodreads.com/book/show/45300567-the-maidens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608557750l/45300567.jpg,3.63
And Then There Were None,Mystery,Unknown Author,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638425885l/16299._SY475_.jpg,4.28
"Murder on the Orient Express (Hercule Poirot, #10)",Mystery,Unknown Author,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486131451l/853510._SY475_.jpg,4.20
"The Girl with the Dragon Tattoo (Millennium, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684638853l/2429135.jpg,4.17
Gone Girl,Mystery,Unknown Author,https://www.goodreads.com/book/show/19288043-gone-girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139l/19288043.jpg,4.14
The Girl on the Train,Mystery,Unknown Author,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272.jpg,3.96
"The Da Vinci Code (Robert Langdon, #2)",Mystery,Unknown Author,https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1720313229l/968._SY475_.jpg,3.92
The Silent Patient,Mystery,Unknown Author,https://www.goodreads.com/book/show/40097951-the-silent-patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119l/40097951._SY475_.jpg,4.18
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/52843028-the-mysterious-affair-at-styles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585632445l/52843028._SY475_.jpg,4.00
"One of Us Is Lying (One of Us is Lying, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/58679358-one-of-us-is-lying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632078539l/58679358.jpg,3.93
The 7 1/2 Deaths of Evelyn Hardcastle,Mystery,Unknown Author,https://www.goodreads.com/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506896221l/36337550.jpg,3.81
"The Inheritance Games (The Inheritance Games, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/52439531-the-inheritance-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413l/52439531.jpg,4.15
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Mystery,Unknown Author,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015l/16328.jpg,4.27
"The Cuckoo's Calling (Cormoran Strike, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/16160797-the-cuckoo-s-calling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217136l/16160797.jpg,3.89
"Angels & Demons (Robert Langdon, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/960.Angels_Demons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404l/960._SY475_.jpg,3.94
"The Thursday Murder Club (Thursday Murder Club, #1)",Mystery,Unknown Author,https://www.goodreads.com/book/show/46000520-the-thursday-murder-club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582287822l/46000520.jpg,3.88
Women in the Valley of the Kings: The Untold Story of Women Egyptologists in the Gilded Age,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/195791072-women-in-the-valley-of-the-kings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701710361l/195791072._SY475_.jpg,3.69
The Widow's Guide to Dead Bastards,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199798901-the-widow-s-guide-to-dead-bastards,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704258388l/199798901._SY475_.jpg,3.67
The Quiet Damage: QAnon and the Destruction of the American Family,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/194803883-the-quiet-damage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704390480l/194803883._SY475_.jpg,4.45
"Carrie Carolyn Coco: My Friend, Her Murder, and an Obsession with the Unthinkable",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/196841887-carrie-carolyn-coco,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706464982l/196841887._SY475_.jpg,3.46
The Talented Mrs. Mandelbaum: The Rise and Fall of an American Organized-Crime Boss,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/200634629-the-talented-mrs-mandelbaum,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707922542l/200634629._SY475_.jpg,3.51
The Color of Everything: A Journey to Quiet the Chaos Within,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199373502-the-color-of-everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705382948l/199373502._SY475_.jpg,4.21
"Guilty Creatures: Sex, God, and Murder in Tallahassee, Florida",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199797807-guilty-creatures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699441501l/199797807._SY475_.jpg,3.57
"A Hunger to Kill: A Serial Killer, a Determined Detective, and the Quest for a Confession That Changed a Small Town Forever",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/195790536-a-hunger-to-kill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706721026l/195790536._SY475_.jpg,3.85
"Autocracy, Inc.",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/183932735-autocracy-inc,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711994646l/183932735._SY475_.jpg,4.32
The Genius of Judy: How Judy Blume Rewrote Childhood for All of Us,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199797799-the-genius-of-judy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704254771l/199797799._SY475_.jpg,3.94
"Ruin Their Crops on the Ground: The Politics of Food in the United States, from the Trail of Tears to School Lunch",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/198902275-ruin-their-crops-on-the-ground,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704476634l/198902275._SY475_.jpg,4.20
Docile: Memoirs of a Not-So-Perfect Asian Girl,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199897827-docile,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698336116l/199897827.jpg,4.14
"The Future Was Now: Madmen, Mavericks, and the Epic Sci-Fi Summer of 1982",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/58725001-the-future-was-now,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696562077l/58725001._SY475_.jpg,4.26
The Lucky Ones,Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199927687-the-lucky-ones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703801746l/199927687._SY475_.jpg,4.38
"Black Pill: How I Witnessed the Darkest Corners of the Internet Come to Life, Poison Society, and Capture American Politics",Nonfiction,James  R. Carey,https://www.goodreads.com/book/show/199798813-black-pill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705682041l/199798813.jpg,4.28
I'm Glad My Mom Died,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649286799l/59364173._SY475_.jpg,4.46
Untamed,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/52129515-untamed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585832694l/52129515.jpg,3.99
Counting the Cost,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/167770288-counting-the-cost,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685444305l/167770288._SY475_.jpg,4.06
"The Wager: A Tale of Shipwreck, Mutiny and Murder",Nonfiction,Unknown Author,https://www.goodreads.com/book/show/61714633-the-wager,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659407155l/61714633.jpg,4.19
Think Again: The Power of Knowing What You Don't Know,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/55539565-think-again,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602574232l/55539565.jpg,4.15
Talking to Strangers: What We Should Know About the People We Don't Know,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/43848929-talking-to-strangers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549393502l/43848929._SX318_.jpg,4.00
"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Nonfiction,Unknown Author,https://www.goodreads.com/book/show/62873378-the-art-thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701688707l/62873378._SX318_.jpg,3.97
Invisible Women: Data Bias in a World Designed for Men,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/41104077-invisible-women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617113740l/41104077.jpg,4.35
Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/61062194-beyond-the-wand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659651177l/61062194.jpg,4.29
Four Thousand Weeks,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/54785515-four-thousand-weeks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627425434l/54785515._SY475_.jpg,4.22
Think Like a Monk,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/51942513-think-like-a-monk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600432716l/51942513._SY475_.jpg,4.20
How to Keep House While Drowning,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/60139504-how-to-keep-house-while-drowning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722528827l/60139504.jpg,4.25
Imminent: Inside the Pentagon's Hunt for UFOs,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/210963085-imminent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716304848l/210963085._SY475_.jpg,4.42
"College Girl, Missing: The True Story of How a Young Woman Disappeared in Plain Sight",Nonfiction,Unknown Author,https://www.goodreads.com/book/show/197036037-college-girl-missing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698804089l/197036037._SY475_.jpg,3.69
Ultra-Processed People: The Science Behind Food That Isn't Food,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/62586003-ultra-processed-people,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679715862l/62586003.jpg,4.43
Sapiens: A Brief History of Humankind,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/23692271-sapiens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310l/23692271._SY475_.jpg,4.36
The Diary of a Young Girl,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg,4.19
Educated,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/35133922-educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635l/35133922._SY475_.jpg,4.47
Quiet: The Power of Introverts in a World That Can't Stop Talking,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/8520610-quiet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328562861l/8520610.jpg,4.08
The Immortal Life of Henrietta Lacks,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878144l/6493208._SY475_.jpg,4.12
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/40121378-atomic-habits,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655988385l/40121378.jpg,4.35
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/1202.Freakonomics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827l/1202._SX318_.jpg,4.01
Outliers: The Story of Success,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/3228917-outliers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344266315l/3228917.jpg,4.19
Becoming,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/38746485-becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996l/38746485.jpg,4.45
I'm Glad My Mom Died,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649286799l/59364173._SY475_.jpg,4.46
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Nonfiction,Unknown Author,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024l/397483.jpg,4.00
A Short History of Nearly Everything,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293l/21._SY475_.jpg,4.22
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302l/28257707.jpg,3.88
We Should All Be Feminists,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430821222l/22738563.jpg,4.40
Man’s Search for Meaning,Nonfiction,Unknown Author,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY475_.jpg,4.37
"Whoever You Are, Honey",Poetry,Renzo Del Castillo,https://www.goodreads.com/book/show/200234471-whoever-you-are-honey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704383122l/200234471._SY475_.jpg,3.76
